0,1,2
0.07,1.014,1.0
1.848,0.921,1.0
-1.634,-0.948,1.0
-0.101,-1.035,1.0
1.281,0.941,1.0
1.057,-0.959,1.0
2.892,0.654,1.0
-1.512,0.96,1.0
-3.936,0.221,1.0
3.957,-0.14,1.0
3.29,-0.521,1.0
-1.956,0.911,1.0
1.646,-0.861,1.0
3.918,-0.213,1.0
1.284,-0.924,1.0
-0.432,1.042,1.0
3.342,0.596,1.0
-2.615,-0.709,1.0
1.843,-0.868,1.0
-1.618,0.892,1.0
-0.195,-1.005,1.0
3.125,0.62,1.0
-0.791,-1.024,1.0
-0.742,0.989,1.0
-0.235,-1.006,1.0
-0.692,1.01,1.0
0.155,0.95,1.0
2.547,0.746,1.0
2.963,-0.652,1.0
-2.457,-0.765,1.0
1.117,-0.968,1.0
3.428,-0.479,1.0
0.539,-0.941,1.0
-1.939,0.894,1.0
-3.388,0.516,1.0
-3.521,0.45,1.0
-2.886,-0.716,1.0
-2.356,0.776,1.0
1.095,-0.925,1.0
0.139,-0.999,1.0
2.156,0.822,1.0
-0.149,-0.988,1.0
2.023,-0.884,1.0
3.741,0.362,1.0
3.934,-0.143,1.0
-1.762,0.922,1.0
0.848,1.022,1.0
-2.331,-0.857,1.0
-1.738,-0.897,1.0
3.034,-0.634,1.0
-1.344,0.931,1.0
-3.446,-0.487,1.0
3.026,-0.696,1.0
-3.093,0.648,1.0
-1.753,0.946,1.0
-0.84,1.011,1.0
-1.907,0.925,1.0
-2.972,-0.688,1.0
-2.481,-0.815,1.0
0.376,-0.986,1.0
2.377,0.839,1.0
0.471,0.955,1.0
-1.73,0.875,1.0
-1.472,-0.896,1.0
-3.927,-0.231,1.0
0.774,-0.937,1.0
-1.191,0.935,1.0
0.204,-0.994,1.0
-2.275,-0.776,1.0
-2.088,0.808,1.0
-2.421,-0.804,1.0
2.541,-0.797,1.0
3.363,0.571,1.0
-1.393,0.907,1.0
1.702,0.934,1.0
-2.336,0.822,1.0
3.211,0.56,1.0
3.96,0.148,1.0
-2.488,-0.783,1.0
-1.246,-0.924,1.0
1.66,-0.885,1.0
0.612,0.996,1.0
-3.007,-0.649,1.0
2.882,0.648,1.0
3.701,0.349,1.0
-2.089,0.844,1.0
-1.613,-0.901,1.0
-3.592,-0.415,1.0
2.774,-0.737,1.0
1.918,-0.836,1.0
-2.31,0.84,1.0
1.46,0.892,1.0
-2.209,-0.823,1.0
-0.154,-0.991,1.0
1.294,0.95,1.0
-2.376,0.759,1.0
3.704,-0.38,1.0
-0.917,-0.934,1.0
2.471,-0.774,1.0
1.002,-1.006,1.0
0.229,2.295,2.0
-0.107,7.382,2.0
-0.315,3.27,2.0
0.106,1.8,2.0
-0.244,2.677,2.0
0.225,6.689,2.0
0.233,2.555,2.0
-0.14,7.356,2.0
-0.251,2.392,2.0
-0.288,3.475,2.0
-0.292,3.425,2.0
-0.312,5.58,2.0
-0.349,4.053,2.0
0.044,1.619,2.0
-0.316,3.428,2.0
0.336,3.926,2.0
-0.357,4.586,2.0
0.334,5.437,2.0
-0.291,5.795,2.0
0.174,7.244,2.0
-0.251,2.848,2.0
0.257,2.863,2.0
-0.12,1.857,2.0
0.301,5.37,2.0
0.31,3.802,2.0
-0.308,4.836,2.0
-0.322,3.623,2.0
-0.311,4.083,2.0
-0.329,3.634,2.0
-0.326,5.074,2.0
-0.241,6.492,2.0
-0.314,4.636,2.0
0.195,2.294,2.0
-0.302,3.983,2.0
-0.332,4.183,2.0
0.307,5.261,2.0
-0.333,3.886,2.0
-0.065,7.528,2.0
-0.269,6.451,2.0
0.143,1.876,2.0
0.072,7.538,2.0
-0.226,6.756,2.0
0.342,4.915,2.0
-0.328,4.637,2.0
-0.349,4.073,2.0
0.337,3.909,2.0
0.313,6.04,2.0
-0.328,4.591,2.0
0.237,6.532,2.0
0.308,4.992,2.0
-0.335,3.649,2.0
0.308,5.911,2.0
-0.263,6.155,2.0
0.285,6.384,2.0
-0.241,2.642,2.0
0.288,5.77,2.0
-0.101,7.415,2.0
0.291,3.365,2.0
-0.304,3.687,2.0
-0.237,2.71,2.0
-0.349,4.642,2.0
-0.19,7.106,2.0
-0.182,7.002,2.0
0.281,3.306,2.0
-0.224,6.731,2.0
-0.101,7.495,2.0
0.29,5.923,2.0
-0.315,5.927,2.0
0.302,2.974,2.0
-0.316,3.58,2.0
-0.292,3.007,2.0
-0.021,7.575,2.0
0.201,6.931,2.0
0.294,5.791,2.0
0.112,7.348,2.0
-0.332,4.764,2.0
0.306,4.006,2.0
-0.323,4.798,2.0
0.294,3.395,2.0
-0.272,3.019,2.0
0.3,5.67,2.0
0.329,5.448,2.0
-0.287,5.966,2.0
-0.308,5.499,2.0
0.236,6.881,2.0
-0.223,6.657,2.0
0.225,2.492,2.0
0.337,4.088,2.0
0.086,1.664,2.0
-0.294,3.557,2.0
-0.297,2.89,2.0
0.071,1.644,2.0
-0.351,5.246,2.0
-0.324,3.518,2.0
-0.214,6.884,2.0
0.35,5.168,2.0
0.23,6.942,2.0
-0.354,4.985,2.0
-0.303,3.443,2.0
0.165,1.982,2.0
-0.325,3.405,2.0
0.281,2.725,2.0
-0.248,2.809,2.0
0.2,6.858,2.0
-0.146,7.365,2.0
0.332,4.908,2.0
0.284,5.755,2.0
0.286,6.147,2.0
-0.247,6.563,2.0
-0.327,5.143,2.0
-0.35,4.717,2.0
-0.341,5.028,2.0
-0.311,6.139,2.0
0.306,5.661,2.0
0.211,2.212,2.0
0.181,2.079,2.0
-0.26,2.714,2.0
0.319,5.244,2.0
-0.27,2.695,2.0
-0.125,1.739,2.0
