0,1,2
2.0336,1.5822,1.0
2.0169,2.348,1.0
3.2872,2.3239,1.0
2.8374,2.2074,1.0
1.9522,2.4054,1.0
1.7362,2.2551,1.0
1.928,2.7045,1.0
2.394,3.2336,1.0
1.8017,1.9935,1.0
1.4334,2.2691,1.0
2.143,1.7404,1.0
2.1111,3.1171,1.0
1.6317,1.8277,1.0
2.8793,2.9451,1.0
3.0348,2.888,1.0
2.2861,2.4037,1.0
3.2893,2.5403,1.0
2.1856,3.1248,1.0
2.634,2.222,1.0
1.8819,2.6898,1.0
2.8202,2.1286,1.0
2.0424,2.2835,1.0
1.5849,1.7805,1.0
2.2357,2.68,1.0
2.8182,1.9085,1.0
1.5382,2.7066,1.0
1.8603,2.2396,1.0
1.696,2.0182,1.0
1.6158,1.7969,1.0
1.7415,3.0113,1.0
1.6322,1.7892,1.0
3.8951,3.9165,2.0
4.7135,3.762,2.0
4.0899,4.8801,2.0
4.0273,5.1846,2.0
4.4037,3.7982,2.0
5.5446,5.018,2.0
5.23,4.0885,2.0
4.968,5.1461,2.0
4.9544,4.7914,2.0
5.1638,4.0012,2.0
5.5412,4.2876,2.0
4.1779,4.0479,2.0
5.0626,4.5669,2.0
4.6563,5.1791,2.0
3.576,4.7852,2.0
4.5668,4.305,2.0
4.7927,4.2897,2.0
4.79,4.8146,2.0
5.0863,4.2151,2.0
4.0525,4.5013,2.0
5.4295,4.4465,2.0
4.0295,4.1715,2.0
3.9244,4.9151,2.0
4.5719,4.0123,2.0
3.9897,5.3169,2.0
4.8838,5.6899,2.0
4.9635,3.6285,2.0
4.2629,5.3051,2.0
4.2963,3.5323,2.0
4.4617,5.0194,2.0
4.8112,4.6072,2.0
4.0471,3.9666,2.0
4.4932,4.7538,2.0
5.1159,4.4469,2.0
5.2477,4.5552,2.0
4.2776,4.1027,2.0
4.2084,3.7073,2.0
4.2902,4.4562,2.0
4.4494,3.9886,2.0
4.6057,5.5819,2.0
4.8208,4.2592,2.0
4.432,3.843,2.0
4.0906,4.6421,2.0
5.0223,3.8834,2.0
3.9979,4.912,2.0
4.4764,4.3387,2.0
4.5154,4.0839,2.0
5.2523,4.5066,2.0
5.0645,3.9317,2.0
3.8122,4.9155,2.0
5.2846,5.1811,2.0
3.8031,5.2017,2.0
3.8878,4.3234,2.0
4.7792,5.3316,2.0
5.1136,4.5731,2.0
4.7752,5.416,2.0
5.5583,4.2084,2.0
4.0723,4.1942,2.0
4.9424,4.3895,2.0
5.2734,4.3356,2.0
5.1347,3.814,2.0
4.6321,4.2447,2.0
4.9956,5.2097,2.0
3.8873,4.7411,2.0
4.6105,3.5243,2.0
4.7958,5.1175,2.0
5.2026,5.0138,2.0
3.8497,4.4933,2.0
4.7022,4.8242,2.0
4.788,4.0125,2.0
4.9099,4.624,2.0
3.6772,4.4777,2.0
3.8667,4.157,2.0
5.329,4.8857,2.0
4.1083,5.244,2.0
5.32,4.4365,2.0
3.5939,4.0645,2.0
5.4086,4.8221,2.0
4.5467,4.6754,2.0
4.6006,5.5944,2.0
3.966,3.9385,2.0
5.3024,4.0452,2.0
4.0393,4.1312,2.0
3.5804,4.7073,2.0
4.3527,4.1612,2.0
4.7203,5.4005,2.0
3.9458,5.2738,2.0
4.4345,3.5793,2.0
3.8819,5.0265,2.0
3.7265,4.5434,2.0
5.0398,3.9215,2.0
4.1165,4.644,2.0
4.0307,4.0499,2.0
5.2814,4.03,2.0
4.9015,4.5613,2.0
5.3421,4.2421,2.0
5.6688,4.8277,2.0
5.0788,4.6748,2.0
4.8497,4.9165,2.0
5.2216,5.3452,2.0
4.0139,4.4901,2.0
5.0037,4.4674,2.0
4.8488,4.8152,2.0
4.5774,5.1743,2.0
4.9746,4.2733,2.0
4.2607,3.9854,2.0
4.6642,3.6326,2.0
4.7984,5.3978,2.0
4.8904,3.6957,2.0
5.0335,4.8681,2.0
5.2859,4.3441,2.0
3.7179,4.3085,2.0
5.211,4.8284,2.0
4.5714,4.3853,2.0
5.353,3.9216,2.0
4.9242,4.0985,2.0
4.4495,4.8484,2.0
4.6455,4.5345,2.0
4.3906,3.7138,2.0
4.3062,4.4497,2.0
5.0251,5.4682,2.0
5.5039,4.2076,2.0
4.6066,4.3121,2.0
3.9719,5.077,2.0
4.665,3.7934,2.0
5.2488,4.0496,2.0
5.4345,4.9274,2.0
5.0787,5.2486,2.0
5.0517,4.2714,2.0
4.4024,5.365,2.0
4.3554,3.569,2.0
4.8047,4.9686,2.0
4.5263,3.7689,2.0
4.4353,3.6898,2.0
4.1548,5.149,2.0
4.3913,5.4665,2.0
3.9605,4.1737,2.0
5.2763,4.2212,2.0
4.3747,5.5596,2.0
5.1213,5.3324,2.0
5.1053,5.219,2.0
4.9948,5.1594,2.0
4.2246,4.5844,2.0
5.0027,4.0928,2.0
4.6309,3.6531,2.0
4.6483,4.8655,2.0
4.7565,3.9493,2.0
3.9788,5.0201,2.0
4.787,5.1834,2.0
4.9152,5.3717,2.0
4.7609,4.5968,2.0
4.295,3.803,2.0
3.8479,5.1492,2.0
4.1546,4.0451,2.0
4.2942,5.0729,2.0
3.7693,4.1717,2.0
4.4694,4.731,2.0
4.5167,4.8085,2.0
4.1726,5.3093,2.0
3.7429,4.875,2.0
4.7965,3.7751,2.0
5.4221,4.311,2.0
4.931,3.5646,2.0
5.0619,4.8534,2.0
3.7813,5.1337,2.0
5.6518,4.6327,2.0
4.3737,5.1431,2.0
5.1072,3.845,2.0
4.7568,5.1794,2.0
4.3609,3.7977,2.0
4.3958,4.6034,2.0
5.5025,4.5693,2.0
