0,1,2
-0.892019,3.582013,2.0
-0.962681,3.616287,2.0
-1.034633,3.647759,2.0
-1.107766,3.676383,2.0
-1.181966,3.702113,2.0
-1.257119,3.72491,2.0
-1.33311,3.74474,2.0
-1.40982,3.761571,2.0
-1.487131,3.775377,2.0
-1.564926,3.786137,2.0
-1.643082,3.793835,2.0
-1.721481,3.798458,2.0
-1.800001,3.8,2.0
-1.87852,3.798458,2.0
-1.956919,3.793835,2.0
-2.035075,3.786137,2.0
-2.11287,3.775377,2.0
-2.190181,3.76157,2.0
-2.266891,3.74474,2.0
-2.342882,3.72491,2.0
-2.418035,3.702113,2.0
-2.492235,3.676382,2.0
-2.565368,3.647759,2.0
-2.63732,3.616286,2.0
-2.707982,3.582013,2.0
-2.777243,3.544992,2.0
-2.844998,3.50528,2.0
-2.911141,3.462939,2.0
-2.975571,3.418034,2.0
-3.038189,3.370633,2.0
-3.098897,3.320811,2.0
-3.157602,3.268644,2.0
-3.214214,3.214213,2.0
-3.268646,3.157601,2.0
-3.320813,3.098895,2.0
-3.370635,3.038187,2.0
-3.418035,2.97557,2.0
-3.46294,2.911139,2.0
-3.505281,2.844996,2.0
-3.544993,2.777241,2.0
-3.582014,2.70798,2.0
-3.616287,2.637318,2.0
-3.64776,2.565366,2.0
-3.676383,2.492233,2.0
-3.702113,2.418033,2.0
-3.724911,2.34288,2.0
-3.74474,2.266889,2.0
-3.761571,2.190179,2.0
-3.775377,2.112867,2.0
-3.786137,2.035073,2.0
-3.793835,1.956917,2.0
-3.798458,1.878518,2.0
-3.8,1.799998,2.0
-3.798458,1.721479,2.0
-3.793834,1.64308,2.0
-3.786137,1.564924,2.0
-3.775376,1.487129,2.0
-3.76157,1.409818,2.0
-3.74474,1.333107,2.0
-3.72491,1.257117,2.0
-3.702112,1.181964,2.0
-3.676382,1.107764,2.0
-3.647758,1.034631,2.0
-3.616286,0.962679,2.0
-3.582012,0.892017,2.0
-3.544991,0.822756,2.0
-3.505279,0.755001,2.0
-3.462938,0.688858,2.0
-3.418033,0.624428,2.0
-3.370633,0.56181,2.0
-3.320811,0.501102,2.0
-3.268644,0.442397,2.0
-3.214212,0.385785,2.0
-3.1576,0.331353,2.0
-3.098894,0.279187,2.0
-3.038186,0.229365,2.0
-2.975569,0.181965,2.0
-2.911139,0.137059,2.0
-2.844995,0.094718,2.0
-2.77724,0.055007,2.0
-2.707979,0.017986,2.0
-2.637317,-0.016287,2.0
-2.565365,-0.04776,2.0
-2.492232,-0.076384,2.0
-2.418031,-0.102114,2.0
-2.342878,-0.124911,2.0
-2.266888,-0.14474,2.0
-2.190178,-0.161571,2.0
-2.112866,-0.175377,2.0
-2.035072,-0.186137,2.0
-1.956915,-0.193835,2.0
-1.878517,-0.198458,2.0
-1.799997,-0.2,2.0
-1.721478,-0.198458,2.0
-1.643079,-0.193834,2.0
-1.564922,-0.186137,2.0
-1.487128,-0.175376,2.0
-1.409816,-0.16157,2.0
-1.333106,-0.144739,2.0
-1.257116,-0.12491,2.0
-1.181963,-0.102112,2.0
-1.107763,-0.076382,2.0
-1.03463,-0.047758,2.0
-0.962678,-0.016285,2.0
-0.892016,0.017988,2.0
-0.822755,0.05501,2.0
-0.755,0.094721,2.0
-0.688857,0.137063,2.0
-0.624427,0.181968,2.0
-0.561809,0.229368,2.0
-0.501101,0.27919,2.0
-0.442396,0.331357,2.0
-0.385784,0.385789,2.0
-0.331353,0.442401,2.0
-0.279186,0.501107,2.0
-0.229364,0.561815,2.0
-0.181964,0.624432,2.0
-0.137059,0.688863,2.0
-0.094718,0.755006,2.0
-0.055006,0.822761,2.0
-0.017985,0.892022,2.0
0.016288,0.962684,2.0
0.047761,1.034637,2.0
0.076384,1.107769,2.0
0.102114,1.18197,2.0
0.124912,1.257123,2.0
0.144741,1.333113,2.0
0.161571,1.409823,2.0
0.175377,1.487135,2.0
0.186137,1.564929,2.0
0.193835,1.643086,2.0
0.198458,1.721485,2.0
